FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
97.77183146,390.3039411,7.08773868,120,4,Summer,fire1
97.07300063,395.0745237,10.84393512,99,5,Summer,fire1
96.70390042,399.8600329,5.35484808,113,2,Summer,fire1
96.55257732,404.8054177,4.43480616,117,2,Summer,fire1
96.31669773,409.4239965,8.7836796,288,2,Summer,fire1
96.36814067,414.5466161,3.13017876,72,1,Summer,fire1
96.72812005,419.8899078,7.5225708,89,2,Summer,fire1
97.22664999,425.5185317,3.130523532,13,2,Summer,fire1
98.05965165,431.6737544,1.603045296,288,2,Summer,fire1
98.32600893,437.947386,2.50868808,85,2,Summer,fire1
98.38318943,444.2186482,6.73278768,123,4,Summer,fire1
97.99935277,449.3666765,3.46566924,105,2,Summer,fire1
97.96754719,454.435011,6.88911048,54,4,Summer,fire1
97.61521094,164.3978754,11.65294584,82,5,Summer,fire1
94.03138133,168.7216588,6.1455294,115,1,Summer,fire1
93.39691688,173.2349526,6.38908596,38,1,Summer,fire1
93.44739585,178.3995972,10.6533144,200,1,Summer,fire1
94.68921228,184.0003285,10.138392,267,1,Summer,fire1
95.39880027,190.083656,5.57703216,97,1,Summer,fire1
96.40781954,196.7700679,4.46111136,115,1,Summer,fire1
96.45929256,202.5916926,9.27296568,136,3,Summer,fire1
96.01054585,208.0859775,4.3263738,15,1,Summer,fire1
96.06188771,213.7700148,3.85993368,290,1,Summer,fire1
96.60204476,220.2745988,6.39925668,358,2,Summer,fire1
97.17801222,227.1042503,6.60961188,12,2,Summer,fire1
97.03660776,232.7965194,9.37022544,64,4,Summer,fire1
96.68297647,237.7446004,7.08189408,65,2,Summer,fire1
96.73454034,243.0484292,5.1158322,75,2,Summer,fire1
96.78894662,248.4213998,6.57747,121,2,Summer,fire1
96.75252011,252.4998493,10.3099572,132,4,Summer,fire1
93.67850634,255.6633089,16.5818556,127,3,Summer,fire1
93.72907828,259.0270508,5.11761816,131,1,Summer,fire1
93.77966691,262.7404851,1.42852176,216,1,Summer,fire1
95.05695111,266.6472601,9.38904732,211,2,Summer,fire1
95.3912814,270.5074648,11.75027616,274,3,Summer,fire1
95.44241881,274.0433613,11.57910912,313,3,Summer,fire1
96.37031498,278.2921526,2.759045292,96,1,Summer,fire1
97.03854465,282.8616024,1.8867618,231,1,Summer,fire1
97.24828432,287.7188017,2.53190052,3,2,Summer,fire1
97.30003482,291.8527616,5.76048384,121,2,Summer,fire1
96.83227651,295.7898931,7.01105904,113,2,Summer,fire1
96.18519805,299.475654,8.60379624,126,2,Summer,fire1
94.91159364,302.130284,12.5989524,124,2,Summer,fire1
94.25237135,304.8786302,0.827519148,291,1,Summer,fire1
93.60482664,188.3825422,5.68207224,121,1,Summer,fire1
93.4519252,191.4729541,11.3898888,144,1,Summer,fire1
93.8624209,195.656126,4.9378338,15,1,Summer,fire1
93.92490057,199.7388955,8.1928872,137,1,Summer,fire1
93.50314631,202.9387981,13.59472284,132,2,Summer,fire1
93.47625867,206.1480203,5.01324732,14,1,Summer,fire1
93.52676384,209.6773264,5.19685776,104,1,Summer,fire1
94.033633,213.8140912,3.76463988,353,1,Summer,fire1
95.17755299,218.5857101,10.20871656,80,2,Summer,fire1
95.31127632,223.12354,11.979063,108,2,Summer,fire1
93.24107859,225.3312241,15.28419348,348,2,Summer,fire1
93.22449953,178.3077317,15.47093016,78,2,Summer,fire1
92.6703011,166.5707086,8.33273424,67,1,Fall,fire1
91.63308898,168.9622934,8.5344264,83,1,Fall,fire1
91.46661734,171.267711,17.02741464,80,1,Fall,fire1
90.41009663,174.5308285,18.660636,122,1,Fall,fire1
89.67650831,176.1198265,19.0820736,71,1,Fall,fire1
90.81357784,181.2398215,13.07891196,330,1,Fall,fire1
94.01446841,185.245352,15.7672764,46,2,Fall,fire1
94.6300909,182.0798196,12.11500152,331,2,Fall,fire1
92.14908167,183.867368,5.9064804,305,1,Fall,fire1
91.3028393,188.4687477,9.90466308,328,1,Fall,fire1
91.18388238,193.0231898,10.37652336,64,1,Fall,fire1
95.08726197,53.74091785,14.15299572,121,1,Spring,fire1
94.22462829,57.13200101,13.57021224,110,1,Spring,fire1
94.27538053,60.8074658,12.5292564,56,1,Spring,fire1
96.56948338,43.20626654,13.18863708,133,1,Summer,fire1
96.62100977,48.03169327,10.18038672,155,1,Summer,fire1
94.52912208,51.44786925,15.883884,226,1,Summer,fire1
92.33551741,54.03275003,18.7511904,318,1,Summer,fire1
96.16197406,61.14643322,8.6448492,66,1,Summer,fire1
95.07561779,65.34008046,11.85273072,100,1,Summer,fire1
94.60659347,69.1832237,10.4977728,120,1,Summer,fire1
92.44258405,74.33354993,19.48032864,17,1,Summer,fire1
93.53183352,78.84876615,9.4278384,28,1,Summer,fire1
94.26637095,75.09210333,8.30118816,113,1,Summer,fire1
93.09295425,78.77873569,12.33306828,69,1,Summer,fire1
94.5387871,83.48078352,9.95845428,10,1,Summer,fire1
93.65429269,87.1932241,13.4532432,341,1,Summer,fire1
93.59664801,90.94988815,11.82088152,125,1,Summer,fire1
91.1918272,93.1613978,17.8068132,118,1,Summer,fire1
92.99928208,96.68198314,10.83148704,21,1,Summer,fire1
96.04964277,101.1274801,11.66650812,65,1,Summer,fire1
95.62903869,104.796282,8.95192272,94,1,Summer,fire1
95.39050986,109.0810793,9.3368664,70,1,Summer,fire1
95.72086133,114.0119912,9.65908008,35,1,Summer,fire1
94.79483812,118.0924592,12.36776688,96,1,Summer,fire1
95.02679685,122.6650984,10.4034384,113,1,Summer,fire1
95.5021251,127.2273787,11.0496636,69,2,Summer,fire1
95.5532991,131.5402266,11.05968348,98,2,Summer,fire1
95.60449,136.5680625,11.6944794,88,2,Summer,fire1
95.6556978,142.200671,10.75140108,14,2,Summer,fire1
95.51037427,147.8248143,10.2225078,87,2,Summer,fire1
94.83902595,152.7022051,15.30954252,111,3,Summer,fire1
95.72628684,158.7756949,10.13347224,110,2,Summer,fire1
96.36699983,164.8133563,10.11317004,150,2,Summer,fire1
91.62586321,167.2052828,24.30156384,303,4,Summer,fire1
91.75400431,171.1508127,16.67402748,169,1,Summer,fire1
91.80394087,174.7439703,11.68807572,121,1,Summer,fire1
90.16816122,176.9017687,17.2088028,147,1,Summer,fire1
89.81225119,179.0369218,20.6184564,107,1,Summer,fire1
91.77677178,183.3918904,18.7217028,136,2,Summer,fire1
94.84487521,189.5119559,8.23258944,149,1,Summer,fire1
94.40517623,194.4539098,14.5013094,262,2,Summer,fire1
94.45598808,199.8488297,9.9773388,307,1,Summer,fire1
95.45023638,205.7967738,9.5675148,88,2,Summer,fire1
96.78238332,212.7827992,7.59172536,96,2,Summer,fire1
95.40694241,217.7925914,11.1506256,112,2,Summer,fire1
92.34365081,116.7725744,9.8452764,95,1,Summer,fire1
91.71551311,106.89058,12.81764268,45,1,Summer,fire1
92.33185927,112.1115966,12.15540576,71,1,Summer,fire1
95.29930695,118.8020767,10.89210312,64,1,Summer,fire1
97.35347475,126.0683896,12.7507032,79,4,Summer,fire1
97.40525998,133.1857533,12.38865552,5,4,Summer,fire1
96.78939158,139.3443649,11.05252344,304,3,Summer,fire1
96.84099057,145.7431283,10.79719236,61,3,Summer,fire1
97.27564781,152.4197687,10.88341812,99,4,Summer,fire1
97.32740735,159.0649728,9.14119416,161,4,Summer,fire1
97.37918397,165.4746382,11.16876564,241,4,Summer,fire1
97.43097769,172.194804,10.46707128,252,4,Summer,fire1
95.63345077,140.0727805,10.39010256,227,2,Summer,fire1
96.37485554,147.1205899,10.2579714,268,2,Summer,fire1
96.78004772,153.8781607,9.37980072,287,2,Summer,fire1
96.83164363,160.8267309,5.5572606,136,2,Summer,fire1
97.92319775,153.0159891,11.30148216,350,5,Summer,fire1
97.44496085,159.8513399,15.62304456,213,5,Summer,fire1
96.73997396,166.2398744,13.2153444,128,5,Summer,fire1
96.79155664,173.0543714,8.32909068,115,2,Summer,fire1
96.84315635,179.7411283,13.5511236,120,5,Summer,fire1
96.8947731,186.121181,16.30606788,308,5,Summer,fire1
96.2517749,191.805256,15.73703784,213,5,Summer,fire1
96.3031964,197.8795777,9.85404096,248,3,Summer,fire1
95.25821526,202.7394603,12.46460904,259,2,Summer,fire1
94.84044175,161.0834407,12.9886146,122,2,Summer,fire1
93.829641,165.9487318,13.36063068,128,2,Summer,fire1
93.533266,170.3971395,17.4318552,121,2,Summer,fire1
94.66503197,176.2991517,7.2390906,116,1,Summer,fire1
97.02447055,183.4432069,7.8284952,133,2,Summer,fire1
97.7037417,191.0012293,11.43486648,157,5,Summer,fire1
97.75564257,198.4486831,9.15668388,235,4,Summer,fire1
97.80756057,205.2852289,11.21814036,305,5,Summer,fire1
97.85949572,212.0221513,9.12389652,123,5,Summer,fire1
97.66311485,128.4133505,12.27928608,133,4,Summer,fire1
96.58090128,134.9780421,8.7786648,124,2,Summer,fire1
96.63243144,141.9652096,12.8516454,150,4,Summer,fire1
96.68397862,148.9903885,9.6822216,253,2,Summer,fire1
96.73554281,155.4610452,7.01178732,295,2,Summer,fire1
96.42696826,161.5767826,12.71555892,107,4,Summer,fire1
96.47844761,167.8092219,15.8390784,117,5,Summer,fire1
96.52994394,173.9284762,11.16854748,51,4,Summer,fire1
96.58145728,179.7001349,11.78229456,115,4,Summer,fire1
96.63298763,185.7280455,7.80068952,5,2,Summer,fire1
96.68453499,192.1482051,12.41353008,356,5,Summer,fire1
96.73609937,198.5587191,8.86434372,266,3,Summer,fire1
93.69294966,121.5513066,10.24271856,308,1,Summer,fire1
93.74352636,103.759373,10.16165736,84,1,Summer,fire1
94.0568122,112.800231,9.6194844,86,1,Summer,fire1
94.71480542,119.6634671,8.1875448,73,1,Summer,fire1
95.24877427,126.8061638,13.44014784,15,2,Summer,fire1
95.29986464,133.1905832,12.8451132,217,2,Summer,fire1
93.48047447,137.9454455,12.95086824,49,1,Summer,fire1
93.53098102,143.3388881,11.44752048,108,1,Summer,fire1
93.58150425,147.9706024,13.64348556,131,1,Summer,fire1
93.63204417,152.4909091,13.2208704,126,1,Summer,fire1
93.68260076,157.277217,7.206624,91,1,Summer,fire1
93.73317405,161.9687164,11.37946536,41,1,Summer,fire1
94.02470301,167.449815,7.5193128,41,1,Summer,fire1
95.76003786,174.0381065,5.7294828,58,1,Summer,fire1
95.81129701,180.1430544,11.64430188,80,3,Summer,fire1
95.86257309,185.9364082,9.46316304,91,2,Summer,fire1
92.9264659,189.5769069,14.11714656,92,1,Summer,fire1
91.92880663,192.9937694,10.92316968,22,1,Summer,fire1
92.49880429,196.7879363,8.81728092,114,1,Summer,fire1
95.54062131,201.795162,8.17817472,320,2,Summer,fire1
93.49496761,204.8252414,17.26488,251,2,Summer,fire1
93.87958173,208.5400744,10.35413172,34,1,Summer,fire1
95.43254237,212.9443956,12.82634316,15,4,Summer,fire1
97.54647106,218.2837656,11.10627648,274,5,Summer,fire1
98.26730593,223.7344627,10.76723928,105,5,Summer,fire1
98.31939286,228.7767227,9.5239188,137,5,Summer,fire1
95.85634312,232.2476668,16.8191172,277,5,Summer,fire1
94.90667745,235.7693142,13.08619728,45,3,Summer,fire1
94.95041926,238.9564094,13.31927928,105,3,Summer,fire1
96.93091761,243.3846921,16.0874208,215,5,Summer,fire1
97.04743537,248.1678656,7.5233988,293,3,Summer,fire1
97.17964582,252.9794652,7.0053462,69,3,Summer,fire1
97.23137366,257.8382331,10.61067708,102,5,Summer,fire1
97.01231182,262.4609754,14.4409482,150,5,Summer,fire1
96.99870371,266.9568196,14.5295568,237,5,Summer,fire1
95.56902968,270.5047487,16.0617888,126,5,Summer,fire1
93.94157465,273.8909356,11.7124506,270,2,Summer,fire1
94.24254716,278.046212,10.31282316,229,1,Summer,fire1
95.21839883,282.3806884,11.5692498,277,2,Summer,fire1
94.73971715,171.2644978,11.15671248,286,2,Summer,fire1
93.3886361,175.1517294,14.00595984,281,1,Summer,fire1
94.30273874,180.0574815,16.9189704,61,4,Summer,fire1
90.3727364,182.0937639,11.28732696,121,1,Summer,fire1
88.75934709,148.7038896,18.31964544,249,1,Summer,fire1
92.95734694,146.1892433,10.5072228,99,1,Fall,fire1
94.84702923,150.5585203,7.08712848,59,1,Fall,fire1
96.10461378,155.4185756,6.94597464,97,1,Fall,fire1
96.41928014,160.4072578,8.46548496,143,2,Fall,fire1
96.41380963,165.1603203,8.85275568,171,2,Fall,fire1
96.46528463,169.9622599,6.43316616,141,2,Fall,fire1
96.38758084,174.1348124,8.15167872,2,2,Fall,fire1
95.45413015,177.6929134,11.0548836,108,2,Fall,fire1
95.5052883,181.4884741,8.50745376,110,2,Fall,fire1
93.74656031,184.3481139,15.42816936,65,2,Fall,fire1
91.72097507,186.4409977,18.38654208,101,1,Fall,fire1
95.49000385,190.6173018,13.49327088,88,4,Fall,fire1
95.22577899,193.6444495,16.52432148,75,5,Fall,fire1
90.41119434,173.7466344,31.7858544,110,5,Fall,fire1
90.46068758,175.9985505,12.168684,315,1,Fall,fire1
91.4092018,178.7205962,13.57195428,13,1,Fall,fire1
91.45902452,181.5116601,9.527517,118,1,Fall,fire1
92.4426162,184.979685,12.01973652,99,1,Fall,fire1
92.49278011,163.9168597,16.5179358,16,1,Fall,fire1
88.67519551,165.1418965,16.55368776,91,1,Fall,fire1
88.7498182,167.0429589,14.97730572,316,1,Fall,fire1
86.63122794,76.74852941,30.2131224,311,1,Fall,fire1
94.84441122,41.03447177,16.1333136,17,1,Spring,fire1
89.94508289,41.84479316,31.0608324,143,1,Spring,fire1
94.2065063,52.69833704,15.1494516,86,1,Spring,fire1
92.54361348,66.75608552,17.5387464,134,1,Spring,fire1
93.79008301,79.80337144,8.72217972,100,1,Spring,fire1
95.51667306,85.03035505,13.3186176,93,1,Spring,fire1
92.24569235,87.55907931,16.41731976,97,1,Spring,fire1
93.74019341,91.55513921,10.391202,20,1,Spring,fire1
96.04419893,97.1917235,6.57615924,50,1,Summer,fire1
96.0955519,102.5008982,8.2563912,97,1,Summer,fire1
96.14692183,107.7997065,7.9454052,136,1,Summer,fire1
96.19830871,113.4814089,8.98164756,132,1,Summer,fire1
93.55180063,116.5849997,17.10702252,133,1,Summer,fire1
92.00401805,118.5984148,15.82116228,143,1,Summer,fire1
92.05403715,121.2264126,16.7623596,325,1,Summer,fire1
92.22261846,125.1457592,14.69960064,110,1,Summer,fire1
93.37599342,129.5080841,14.6496924,52,1,Summer,fire1
94.86115867,134.3929577,7.73412336,337,1,Summer,fire1
93.65598544,61.56426041,14.10695424,291,1,Summer,fire1
92.13316933,74.74864801,13.8764916,123,1,Summer,fire1
93.75105338,80.32368381,13.80741984,118,1,Summer,fire1
95.25115321,86.51654615,10.89594828,324,1,Summer,fire1
96.17241327,93.26968188,6.89758344,62,1,Summer,fire1
96.22380857,99.25577025,8.67609648,83,1,Summer,fire1
95.79832345,104.5064834,14.9106564,112,2,Summer,fire1
96.10833822,110.1214687,15.73268616,101,3,Summer,fire1
